"Diagnosis (ICD-10)","Sex","Age group","Year","Incidence of psychiatric disorders"
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2015",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2016",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2017",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2018",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2019",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2020",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2021",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2022",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2023",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","1-4","2024",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","1998",1
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","1999",4
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2000",1
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2001",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2002",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2003",2
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2004",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2005",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2006",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2007",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2008",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2009",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2010",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2011",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2012",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2013",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2014",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2015",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2016",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2017",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2018",1
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2019",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2020",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2021",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2022",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2023",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","5-9","2024",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","1998",10
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","1999",34
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2000",23
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2001",14
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2002",18
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2003",7
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2004",8
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2005",13
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2006",10
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2007",11
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2008",10
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2009",7
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2010",9
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2011",4
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2012",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2013",8
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2014",5
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2015",1
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2016",4
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2017",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2018",4
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2019",2
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2020",3
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2021",2
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2022",2
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2023",1
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","10-14","2024",0
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","1998",159
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","1999",250
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2000",391
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2001",253
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2002",168
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2003",133
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2004",239
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2005",126
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2006",136
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2007",140
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2008",127
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2009",157
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2010",96
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2011",101
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2012",67
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2013",87
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2014",91
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2015",73
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2016",88
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2017",193
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2018",47
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2019",44
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2020",35
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2021",27
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2022",37
"Mental and behavioural disorders due to psychoactive substance use (F10-F19)","Men","15-19","2023",35
